GO.ID	Term	Annotated	Significant	Expected	Fisher
134	GO:0016272	prefoldin complex	7	0	0.28	1.00000
135	GO:0016459	myosin complex	11	0	0.44	1.00000
136	GO:0016469	proton-transporting two-sector ATPase co...	33	0	1.33	1.00000
137	GO:0016591	RNA polymerase II, holoenzyme	16	0	0.65	1.00000
138	GO:0016592	mediator complex	17	0	0.69	1.00000
139	GO:0016593	Cdc73/Paf1 complex	5	0	0.2	1.00000
140	GO:0017053	transcription repressor complex	3	0	0.12	1.00000
141	GO:0017119	Golgi transport complex	4	0	0.16	1.00000
142	GO:0019773	proteasome core complex, alpha-subunit c...	11	0	0.44	1.00000
143	GO:0019866	organelle inner membrane	24	0	0.97	1.00000
144	GO:0019867	outer membrane	20	0	0.81	1.00000
145	GO:0019897	extrinsic component of plasma membrane	3	0	0.12	1.00000
146	GO:0019898	extrinsic component of membrane	23	0	0.93	1.00000
147	GO:0022624	proteasome accessory complex	3	0	0.12	1.00000
148	GO:0030014	CCR4-NOT complex	3	0	0.12	1.00000
149	GO:0030117	membrane coat	34	0	1.37	1.00000
150	GO:0030118	clathrin coat	10	0	0.4	1.00000
151	GO:0030119	AP-type membrane coat adaptor complex	8	0	0.32	1.00000
152	GO:0030120	vesicle coat	21	0	0.85	1.00000
153	GO:0030125	clathrin vesicle coat	5	0	0.2	1.00000
154	GO:0030126	COPI vesicle coat	6	0	0.24	1.00000
155	GO:0030127	COPII vesicle coat	10	0	0.4	1.00000
156	GO:0030130	clathrin coat of trans-Golgi network ves...	5	0	0.2	1.00000
157	GO:0030131	clathrin adaptor complex	5	0	0.2	1.00000
158	GO:0030132	clathrin coat of coated pit	5	0	0.2	1.00000
159	GO:0030133	transport vesicle	15	0	0.61	1.00000
160	GO:0030134	COPII-coated ER to Golgi transport vesic...	10	0	0.4	1.00000
161	GO:0030135	coated vesicle	21	0	0.85	1.00000
162	GO:0030136	clathrin-coated vesicle	5	0	0.2	1.00000
163	GO:0030137	COPI-coated vesicle	6	0	0.24	1.00000
164	GO:0030140	trans-Golgi network transport vesicle	5	0	0.2	1.00000
165	GO:0030176	integral component of endoplasmic reticu...	9	0	0.36	1.00000
166	GO:0030532	small nuclear ribonucleoprotein complex	9	0	0.36	1.00000
167	GO:0030658	transport vesicle membrane	15	0	0.61	1.00000
168	GO:0030659	cytoplasmic vesicle membrane	21	0	0.85	1.00000
169	GO:0030660	Golgi-associated vesicle membrane	11	0	0.44	1.00000
170	GO:0030662	coated vesicle membrane	21	0	0.85	1.00000
171	GO:0030663	COPI-coated vesicle membrane	6	0	0.24	1.00000
172	GO:0030665	clathrin-coated vesicle membrane	5	0	0.2	1.00000
173	GO:0030684	preribosome	8	0	0.32	1.00000
174	GO:0030867	rough endoplasmic reticulum membrane	3	0	0.12	1.00000
175	GO:0030880	RNA polymerase complex	18	0	0.73	1.00000
176	GO:0030896	checkpoint clamp complex	3	0	0.12	1.00000
177	GO:0030915	Smc5-Smc6 complex	6	0	0.24	1.00000
178	GO:0031011	Ino80 complex	9	0	0.36	1.00000
179	GO:0031225	anchored component of membrane	8	0	0.32	1.00000
180	GO:0031227	intrinsic component of endoplasmic retic...	9	0	0.36	1.00000
181	GO:0031231	intrinsic component of peroxisomal membr...	7	0	0.28	1.00000
182	GO:0031234	extrinsic component of cytoplasmic side ...	3	0	0.12	1.00000
183	GO:0031248	protein acetyltransferase complex	13	0	0.53	1.00000
184	GO:0031300	intrinsic component of organelle membran...	18	0	0.73	1.00000
185	GO:0031301	integral component of organelle membrane	18	0	0.73	1.00000
186	GO:0031410	cytoplasmic vesicle	21	0	0.85	1.00000
187	GO:0031461	cullin-RING ubiquitin ligase complex	7	0	0.28	1.00000
188	GO:0031903	microbody membrane	10	0	0.4	1.00000
189	GO:0031966	mitochondrial membrane	36	0	1.46	1.00000
190	GO:0031967	organelle envelope	56	0	2.26	1.00000
191	GO:0031968	organelle outer membrane	12	0	0.49	1.00000
192	GO:0031974	membrane-enclosed lumen	65	0	2.63	1.00000
193	GO:0031975	envelope	56	0	2.26	1.00000
194	GO:0031981	nuclear lumen	54	0	2.18	1.00000
195	GO:0031982	vesicle	21	0	0.85	1.00000
196	GO:0032040	small-subunit processome	6	0	0.24	1.00000
197	GO:0033176	proton-transporting V-type ATPase comple...	10	0	0.4	1.00000
198	GO:0033177	proton-transporting two-sector ATPase co...	13	0	0.53	1.00000
199	GO:0033178	proton-transporting two-sector ATPase co...	18	0	0.73	1.00000
200	GO:0033179	proton-transporting V-type ATPase, V0 do...	4	0	0.16	1.00000
201	GO:0033180	proton-transporting V-type ATPase, V1 do...	4	0	0.16	1.00000
202	GO:0034357	photosynthetic membrane	45	0	1.82	1.00000
203	GO:0035267	NuA4 histone acetyltransferase complex	4	0	0.16	1.00000
204	GO:0042555	MCM complex	3	0	0.12	1.00000
205	GO:0042579	microbody	21	0	0.85	1.00000
206	GO:0042651	thylakoid membrane	25	0	1.01	1.00000
207	GO:0042765	GPI-anchor transamidase complex	5	0	0.2	1.00000
208	GO:0043189	H4/H2A histone acetyltransferase complex	5	0	0.2	1.00000
209	GO:0043233	organelle lumen	65	0	2.63	1.00000
210	GO:0044391	ribosomal subunit	14	0	0.57	1.00000
211	GO:0045259	proton-transporting ATP synthase complex	13	0	0.53	1.00000
212	GO:0045261	proton-transporting ATP synthase complex...	8	0	0.32	1.00000
213	GO:0045263	proton-transporting ATP synthase complex...	5	0	0.2	1.00000
214	GO:0048475	coated membrane	34	0	1.37	1.00000
215	GO:0048500	signal recognition particle	9	0	0.36	1.00000
216	GO:0055029	nuclear DNA-directed RNA polymerase comp...	18	0	0.73	1.00000
217	GO:0061695	transferase complex, transferring phosph...	20	0	0.81	1.00000
218	GO:0070013	intracellular organelle lumen	65	0	2.63	1.00000
219	GO:0070069	cytochrome complex	5	0	0.2	1.00000
220	GO:0070461	SAGA-type complex	6	0	0.24	1.00000
221	GO:0070469	respirasome	5	0	0.2	1.00000
222	GO:0070603	SWI/SNF superfamily-type complex	9	0	0.36	1.00000
223	GO:0070652	HAUS complex	4	0	0.16	1.00000
224	GO:0072546	EMC complex	3	0	0.12	1.00000
225	GO:0072588	box H/ACA RNP complex	3	0	0.12	1.00000
226	GO:0090575	RNA polymerase II transcription regulato...	15	0	0.61	1.00000
227	GO:0097346	INO80-type complex	9	0	0.36	1.00000
228	GO:0097525	spliceosomal snRNP complex	7	0	0.28	1.00000
229	GO:0097708	intracellular vesicle	21	0	0.85	1.00000
230	GO:0098552	side of membrane	3	0	0.12	1.00000
231	GO:0098562	cytoplasmic side of membrane	3	0	0.12	1.00000
232	GO:0098588	bounding membrane of organelle	61	0	2.47	1.00000
233	GO:0098590	plasma membrane region	5	0	0.2	1.00000
234	GO:0098687	chromosomal region	8	0	0.32	1.00000
235	GO:0098796	membrane protein complex	159	0	6.43	1.00000
236	GO:0098797	plasma membrane protein complex	20	0	0.81	1.00000
237	GO:0098798	mitochondrial protein-containing complex	21	0	0.85	1.00000
238	GO:0098799	outer mitochondrial membrane protein com...	3	0	0.12	1.00000
239	GO:0098800	inner mitochondrial membrane protein com...	18	0	0.73	1.00000
240	GO:0098803	respiratory chain complex	5	0	0.2	1.00000
241	GO:0106068	SUMO ligase complex	6	0	0.24	1.00000
242	GO:0120114	Sm-like protein family complex	10	0	0.4	1.00000
243	GO:0140513	nuclear protein-containing complex	125	0	5.05	1.00000
244	GO:0140534	endoplasmic reticulum protein-containing...	18	0	0.73	1.00000
245	GO:0140535	intracellular protein-containing complex	92	0	3.72	1.00000
246	GO:1902493	acetyltransferase complex	13	0	0.53	1.00000
247	GO:1902494	catalytic complex	170	0	6.87	1.00000
248	GO:1902495	transmembrane transporter complex	4	0	0.16	1.00000
249	GO:1902562	H4 histone acetyltransferase complex	5	0	0.2	1.00000
250	GO:1903293	phosphatase complex	14	0	0.57	1.00000
251	GO:1904949	ATPase complex	9	0	0.36	1.00000
252	GO:1905354	exoribonuclease complex	5	0	0.2	1.00000
253	GO:1905360	GTPase complex	3	0	0.12	1.00000
254	GO:1905368	peptidase complex	36	0	1.46	1.00000
255	GO:1905369	endopeptidase complex	30	0	1.21	1.00000
256	GO:1990204	oxidoreductase complex	30	0	1.21	1.00000
257	GO:1990234	transferase complex	66	0	2.67	1.00000
258	GO:1990351	transporter complex	4	0	0.16	1.00000
259	GO:1990904	ribonucleoprotein complex	58	0	2.34	1.00000
