GO.ID	Term	Annotated	Significant	Expected	Fisher
137	GO:0015036	disulfide oxidoreductase activity	60	2	3.1	0.65531
138	GO:0016229	steroid dehydrogenase activity	24	2	1.24	0.66084
139	GO:0015291	secondary active transmembrane transport...	80	3	4.14	0.66523
140	GO:0015453	oxidoreduction-driven active transmembra...	24	1	1.24	0.66824
141	GO:0030234	enzyme regulator activity	78	3	4.03	0.66990
142	GO:0015116	sulfate transmembrane transporter activi...	10	1	0.52	0.67540
143	GO:0032555	purine ribonucleotide binding	1454	64	75.18	0.68228
144	GO:0051213	dioxygenase activity	25	2	1.29	0.68319
145	GO:0004252	serine-type endopeptidase activity	55	2	2.84	0.68333
146	GO:0030414	peptidase inhibitor activity	20	1	1.03	0.68599
147	GO:0019787	ubiquitin-like protein transferase activ...	79	3	4.08	0.69566
148	GO:0017076	purine nucleotide binding	1462	64	75.59	0.69691
149	GO:0016843	amine-lyase activity	7	1	0.36	0.70000
150	GO:0004553	hydrolase activity, hydrolyzing O-glycos...	238	24	12.31	0.70125
151	GO:0003755	peptidyl-prolyl cis-trans isomerase acti...	28	1	1.45	0.70293
152	GO:0003779	actin binding	16	1	0.83	0.70438
153	GO:0015631	tubulin binding	60	4	3.1	0.71793
154	GO:0042578	phosphoric ester hydrolase activity	138	6	7.14	0.71794
155	GO:0008374	O-acyltransferase activity	19	1	0.98	0.71884
156	GO:0016788	hydrolase activity, acting on ester bond...	333	16	17.22	0.72032
157	GO:0016859	cis-trans isomerase activity	28	1	1.45	0.72852
158	GO:0015035	protein-disulfide reductase activity	60	2	3.1	0.73009
159	GO:0008138	protein tyrosine/serine/threonine phosph...	17	1	0.88	0.73114
160	GO:0008324	cation transmembrane transporter activit...	140	5	7.24	0.73810
161	GO:0010333	terpene synthase activity	20	3	1.03	0.74026
162	GO:0016759	cellulose synthase activity	10	1	0.52	0.74233
163	GO:0016884	carbon-nitrogen ligase activity, with gl...	17	1	0.88	0.74961
164	GO:0031127	alpha-(1,2)-fucosyltransferase activity	6	1	0.31	0.75000
165	GO:0005216	ion channel activity	64	2	3.31	0.75365
166	GO:0016616	oxidoreductase activity, acting on the C...	94	2	4.86	0.75649
167	GO:0016818	hydrolase activity, acting on acid anhyd...	191	13	9.88	0.75715
168	GO:0008168	methyltransferase activity	182	6	9.41	0.76978
169	GO:0047262	polygalacturonate 4-alpha-galacturonosyl...	18	1	0.93	0.77276
170	GO:0016701	oxidoreductase activity, acting on singl...	30	2	1.55	0.77758
171	GO:0016149	translation release factor activity, cod...	7	1	0.36	0.77778
172	GO:0003905	alkylbase DNA N-glycosylase activity	7	1	0.36	0.77778
173	GO:0022804	active transmembrane transporter activit...	159	6	8.22	0.77789
174	GO:0008236	serine-type peptidase activity	114	3	5.89	0.78159
175	GO:0000287	magnesium ion binding	77	4	3.98	0.79286
176	GO:0071949	FAD binding	12	1	0.62	0.79689
177	GO:0019139	cytokinin dehydrogenase activity	8	1	0.41	0.80000
178	GO:0022803	passive transmembrane transporter activi...	64	2	3.31	0.80852
179	GO:0015079	potassium ion transmembrane transporter ...	26	1	1.34	0.81121
180	GO:0016866	intramolecular transferase activity	35	1	1.81	0.81564
181	GO:0015075	ion transmembrane transporter activity	211	8	10.91	0.81752
182	GO:0070008	serine-type exopeptidase activity	42	1	2.17	0.81994
183	GO:0016787	hydrolase activity	1305	69	67.47	0.82003
184	GO:0005488	binding	5479	274	283.28	0.82420
185	GO:0015297	antiporter activity	59	2	3.05	0.83301
186	GO:0005254	chloride channel activity	8	1	0.41	0.83516
187	GO:0005247	voltage-gated chloride channel activity	8	1	0.41	0.83516
188	GO:0022890	inorganic cation transmembrane transport...	126	4	6.51	0.83530
189	GO:0098772	molecular function regulator activity	89	3	4.6	0.84610
190	GO:0042626	ATPase-coupled transmembrane transporter...	50	2	2.59	0.84937
191	GO:0016853	isomerase activity	124	5	6.41	0.85049
192	GO:0003712	transcription coregulator activity	19	1	0.98	0.85196
193	GO:0015318	inorganic molecular entity transmembrane...	195	7	10.08	0.85219
194	GO:0043733	DNA-3-methylbase glycosylase activity	6	1	0.31	0.85714
195	GO:0120013	lipid transfer activity	6	1	0.31	0.85714
196	GO:0032559	adenyl ribonucleotide binding	1301	55	67.27	0.85830
197	GO:0030554	adenyl nucleotide binding	1305	55	67.47	0.86014
198	GO:0016810	hydrolase activity, acting on carbon-nit...	36	1	1.86	0.86236
199	GO:0090079	translation regulator activity, nucleic ...	51	1	2.64	0.86984
200	GO:0003872	6-phosphofructokinase activity	14	1	0.72	0.87500
201	GO:0008080	N-acetyltransferase activity	43	1	2.22	0.87755
202	GO:0140098	catalytic activity, acting on RNA	174	1	9	0.87953
203	GO:0004185	serine-type carboxypeptidase activity	38	1	1.96	0.88372
204	GO:0004842	ubiquitin-protein transferase activity	76	3	3.93	0.88898
205	GO:0016741	transferase activity, transferring one-c...	190	6	9.82	0.89236
206	GO:0015018	galactosylgalactosylxylosylprotein 3-bet...	9	1	0.47	0.90000
207	GO:0097367	carbohydrate derivative binding	1496	66	77.35	0.90368
208	GO:0030170	pyridoxal phosphate binding	52	1	2.69	0.91413
209	GO:0016836	hydro-lyase activity	24	2	1.24	0.91539
210	GO:0015078	proton transmembrane transporter activit...	58	1	3	0.91864
211	GO:0005515	protein binding	1863	83	96.32	0.91958
212	GO:0043531	ADP binding	152	4	7.86	0.92658
213	GO:0008017	microtubule binding	59	4	3.05	0.93333
214	GO:0045182	translation regulator activity	51	1	2.64	0.93380
215	GO:0070279	vitamin B6 binding	52	1	2.69	0.93711
216	GO:0051540	metal cluster binding	54	1	2.79	0.93822
217	GO:0019842	vitamin binding	64	1	3.31	0.94351
218	GO:0035251	UDP-glucosyltransferase activity	31	1	1.6	0.94599
219	GO:0008233	peptidase activity	309	10	15.98	0.94651
220	GO:0016597	amino acid binding	19	1	0.98	0.95000
221	GO:0017171	serine hydrolase activity	114	3	5.89	0.95129
222	GO:0036094	small molecule binding	1717	74	88.78	0.95221
223	GO:0022857	transmembrane transporter activity	405	18	20.94	0.95402
224	GO:0004180	carboxypeptidase activity	39	1	2.02	0.95510
225	GO:0008194	UDP-glycosyltransferase activity	95	4	4.91	0.95720
226	GO:0016410	N-acyltransferase activity	44	1	2.27	0.96041
227	GO:0005509	calcium ion binding	92	3	4.76	0.96185
228	GO:0016772	transferase activity, transferring phosp...	1138	45	58.84	0.96414
229	GO:0016407	acetyltransferase activity	48	1	2.48	0.97218
230	GO:1901265	nucleoside phosphate binding	1627	72	84.12	0.97410
231	GO:0016874	ligase activity	131	3	6.77	0.98374
232	GO:0016830	carbon-carbon lyase activity	46	1	2.38	0.98396
233	GO:0003735	structural constituent of ribosome	242	2	12.51	0.98693
234	GO:0016779	nucleotidyltransferase activity	107	1	5.53	0.98929
235	GO:0016667	oxidoreductase activity, acting on a sul...	74	2	3.83	0.99427
236	GO:0043168	anion binding	1587	72	82.05	0.99774
237	GO:0016740	transferase activity	2019	94	104.39	0.99782
238	GO:0003676	nucleic acid binding	1403	54	72.54	0.99882
239	GO:0140096	catalytic activity, acting on a protein	1475	62	76.26	0.99933
240	GO:0016614	oxidoreductase activity, acting on CH-OH...	108	2	5.58	0.99977
241	GO:0005198	structural molecule activity	260	3	13.44	0.99990
242	GO:0003723	RNA binding	228	1	11.79	0.99994
243	GO:0140640	catalytic activity, acting on a nucleic ...	267	2	13.8	1.00000
244	GO:0008270	zinc ion binding	538	22	27.82	1.00000
245	GO:0008725	DNA-3-methyladenine glycosylase activity	6	1	0.31	1.00000
246	GO:0004402	histone acetyltransferase activity	9	1	0.47	1.00000
247	GO:0008135	translation factor activity, RNA binding	51	1	2.64	1.00000
248	GO:0008308	voltage-gated anion channel activity	14	2	0.72	1.00000
249	GO:0004499	N,N-dimethylaniline monooxygenase activi...	10	3	0.52	1.00000
250	GO:0016844	strictosidine synthase activity	7	1	0.36	1.00000
251	GO:0008107	galactoside 2-alpha-L-fucosyltransferase...	6	1	0.31	1.00000
252	GO:0005094	Rho GDP-dissociation inhibitor activity	4	1	0.21	1.00000
253	GO:0051536	iron-sulfur cluster binding	54	1	2.79	1.00000
254	GO:0061135	endopeptidase regulator activity	20	1	1.03	1.00000
255	GO:0003854	3-beta-hydroxy-delta5-steroid dehydrogen...	24	2	1.24	1.00000
256	GO:0015267	channel activity	64	2	3.31	1.00000
257	GO:0017089	glycolipid transfer activity	6	1	0.31	1.00000
258	GO:0030695	GTPase regulator activity	20	1	1.03	1.00000
259	GO:0004866	endopeptidase inhibitor activity	20	1	1.03	1.00000
260	GO:0003747	translation release factor activity	9	1	0.47	1.00000
261	GO:0003674	molecular_function	9303	481	481	1.00000
262	GO:0008661	1-deoxy-D-xylulose-5-phosphate synthase ...	3	1	0.16	1.00000
263	GO:0000049	tRNA binding	9	0	0.47	1.00000
264	GO:0000062	fatty-acyl-CoA binding	5	0	0.26	1.00000
265	GO:0000155	phosphorelay sensor kinase activity	10	0	0.52	1.00000
266	GO:0000295	adenine nucleotide transmembrane transpo...	3	0	0.16	1.00000
267	GO:0000774	adenyl-nucleotide exchange factor activi...	4	0	0.21	1.00000
268	GO:0001882	nucleoside binding	11	0	0.57	1.00000
269	GO:0002161	aminoacyl-tRNA editing activity	4	0	0.21	1.00000
270	GO:0003678	DNA helicase activity	27	0	1.4	1.00000
271	GO:0003682	chromatin binding	19	0	0.98	1.00000
272	GO:0003684	damaged DNA binding	12	0	0.62	1.00000
273	GO:0003690	double-stranded DNA binding	42	0	2.17	1.00000
274	GO:0003713	transcription coactivator activity	3	0	0.16	1.00000
275	GO:0003725	double-stranded RNA binding	3	0	0.16	1.00000
276	GO:0003729	mRNA binding	5	0	0.26	1.00000
277	GO:0003743	translation initiation factor activity	31	0	1.6	1.00000
278	GO:0003746	translation elongation factor activity	11	0	0.57	1.00000
279	GO:0003756	protein disulfide isomerase activity	3	0	0.16	1.00000
280	GO:0003830	beta-1,4-mannosylglycoprotein 4-beta-N-a...	3	0	0.16	1.00000
281	GO:0003843	1,3-beta-D-glucan synthase activity	11	0	0.57	1.00000
282	GO:0003849	3-deoxy-7-phosphoheptulonate synthase ac...	4	0	0.21	1.00000
283	GO:0003857	3-hydroxyacyl-CoA dehydrogenase activity	4	0	0.21	1.00000
284	GO:0003887	DNA-directed DNA polymerase activity	13	0	0.67	1.00000
285	GO:0003896	DNA primase activity	3	0	0.16	1.00000
286	GO:0003899	DNA-directed 5'-3' RNA polymerase activi...	50	0	2.59	1.00000
287	GO:0003909	DNA ligase activity	3	0	0.16	1.00000
288	GO:0003910	DNA ligase (ATP) activity	3	0	0.16	1.00000
289	GO:0003916	DNA topoisomerase activity	10	0	0.52	1.00000
290	GO:0003917	DNA topoisomerase type I (single strand ...	6	0	0.31	1.00000
291	GO:0003918	DNA topoisomerase type II (double strand...	5	0	0.26	1.00000
292	GO:0003924	GTPase activity	37	0	1.91	1.00000
293	GO:0003933	GTP cyclohydrolase activity	3	0	0.16	1.00000
294	GO:0003950	NAD+ ADP-ribosyltransferase activity	8	0	0.41	1.00000
295	GO:0003954	NADH dehydrogenase activity	8	0	0.41	1.00000
296	GO:0003955	NAD(P)H dehydrogenase (quinone) activity	8	0	0.41	1.00000
297	GO:0003968	RNA-directed 5'-3' RNA polymerase activi...	6	0	0.31	1.00000
298	GO:0003993	acid phosphatase activity	9	0	0.47	1.00000
299	GO:0003995	acyl-CoA dehydrogenase activity	8	0	0.41	1.00000
300	GO:0003997	acyl-CoA oxidase activity	4	0	0.21	1.00000
301	GO:0004017	adenylate kinase activity	3	0	0.16	1.00000
302	GO:0004045	aminoacyl-tRNA hydrolase activity	7	0	0.36	1.00000
303	GO:0004066	asparagine synthase (glutamine-hydrolyzi...	3	0	0.16	1.00000
304	GO:0004096	catalase activity	4	0	0.21	1.00000
305	GO:0004097	catechol oxidase activity	6	0	0.31	1.00000
306	GO:0004106	chorismate mutase activity	3	0	0.16	1.00000
307	GO:0004176	ATP-dependent peptidase activity	9	0	0.47	1.00000
308	GO:0004197	cysteine-type endopeptidase activity	11	0	0.57	1.00000
309	GO:0004298	threonine-type endopeptidase activity	21	0	1.09	1.00000
310	GO:0004312	fatty acid synthase activity	4	0	0.21	1.00000
311	GO:0004315	3-oxoacyl-[acyl-carrier-protein] synthas...	4	0	0.21	1.00000
312	GO:0004325	ferrochelatase activity	3	0	0.16	1.00000
313	GO:0004326	tetrahydrofolylpolyglutamate synthase ac...	3	0	0.16	1.00000
314	GO:0004332	fructose-bisphosphate aldolase activity	6	0	0.31	1.00000
315	GO:0004345	glucose-6-phosphate dehydrogenase activi...	5	0	0.26	1.00000
316	GO:0004348	glucosylceramidase activity	4	0	0.21	1.00000
317	GO:0004356	glutamate-ammonia ligase activity	5	0	0.26	1.00000
318	GO:0004367	glycerol-3-phosphate dehydrogenase [NAD+...	5	0	0.26	1.00000
319	GO:0004386	helicase activity	46	0	2.38	1.00000
320	GO:0004396	hexokinase activity	6	0	0.31	1.00000
321	GO:0004420	hydroxymethylglutaryl-CoA reductase (NAD...	3	0	0.16	1.00000
322	GO:0004421	hydroxymethylglutaryl-CoA synthase activ...	3	0	0.16	1.00000
323	GO:0004425	indole-3-glycerol-phosphate synthase act...	3	0	0.16	1.00000
324	GO:0004427	inorganic diphosphatase activity	11	0	0.57	1.00000
325	GO:0004435	phosphatidylinositol phospholipase C act...	4	0	0.21	1.00000
326	GO:0004448	isocitrate dehydrogenase activity	3	0	0.16	1.00000
327	GO:0004450	isocitrate dehydrogenase (NADP+) activit...	3	0	0.16	1.00000
328	GO:0004451	isocitrate lyase activity	3	0	0.16	1.00000
329	GO:0004470	malic enzyme activity	9	0	0.47	1.00000
330	GO:0004471	malate dehydrogenase (decarboxylating) (...	9	0	0.47	1.00000
331	GO:0004478	methionine adenosyltransferase activity	3	0	0.16	1.00000
332	GO:0004518	nuclease activity	78	0	4.03	1.00000
333	GO:0004519	endonuclease activity	34	0	1.76	1.00000
334	GO:0004520	endodeoxyribonuclease activity	3	0	0.16	1.00000
335	GO:0004521	endoribonuclease activity	17	0	0.88	1.00000
336	GO:0004525	ribonuclease III activity	9	0	0.47	1.00000
337	GO:0004527	exonuclease activity	27	0	1.4	1.00000
338	GO:0004536	deoxyribonuclease activity	5	0	0.26	1.00000
339	GO:0004540	ribonuclease activity	23	0	1.19	1.00000
340	GO:0004550	nucleoside diphosphate kinase activity	6	0	0.31	1.00000
341	GO:0004556	alpha-amylase activity	6	0	0.31	1.00000
342	GO:0004559	alpha-mannosidase activity	11	0	0.57	1.00000
343	GO:0004568	chitinase activity	11	0	0.57	1.00000
344	GO:0004571	mannosyl-oligosaccharide 1,2-alpha-manno...	5	0	0.26	1.00000
345	GO:0004576	oligosaccharyl transferase activity	6	0	0.31	1.00000
346	GO:0004579	dolichyl-diphosphooligosaccharide-protei...	3	0	0.16	1.00000
347	GO:0004602	glutathione peroxidase activity	6	0	0.31	1.00000
348	GO:0004611	phosphoenolpyruvate carboxykinase activi...	8	0	0.41	1.00000
349	GO:0004616	phosphogluconate dehydrogenase (decarbox...	8	0	0.41	1.00000
350	GO:0004618	phosphoglycerate kinase activity	4	0	0.21	1.00000
351	GO:0004619	phosphoglycerate mutase activity	4	0	0.21	1.00000
352	GO:0004620	phospholipase activity	6	0	0.31	1.00000
353	GO:0004629	phospholipase C activity	4	0	0.21	1.00000
354	GO:0004634	phosphopyruvate hydratase activity	4	0	0.21	1.00000
355	GO:0004637	phosphoribosylamine-glycine ligase activ...	3	0	0.16	1.00000
356	GO:0004645	1,4-alpha-oligoglucan phosphorylase acti...	5	0	0.26	1.00000
357	GO:0004652	polynucleotide adenylyltransferase activ...	5	0	0.26	1.00000
358	GO:0004659	prenyltransferase activity	13	0	0.67	1.00000
359	GO:0004673	protein histidine kinase activity	10	0	0.52	1.00000
360	GO:0004674	protein serine/threonine kinase activity	13	0	0.67	1.00000
361	GO:0004733	pyridoxamine-phosphate oxidase activity	3	0	0.16	1.00000
362	GO:0004743	pyruvate kinase activity	10	0	0.52	1.00000
363	GO:0004751	ribose-5-phosphate isomerase activity	4	0	0.21	1.00000
364	GO:0004784	superoxide dismutase activity	3	0	0.16	1.00000
365	GO:0004807	triose-phosphate isomerase activity	3	0	0.16	1.00000
366	GO:0004809	tRNA (guanine-N2-)-methyltransferase act...	4	0	0.21	1.00000
367	GO:0004812	aminoacyl-tRNA ligase activity	53	0	2.74	1.00000
368	GO:0004813	alanine-tRNA ligase activity	3	0	0.16	1.00000
369	GO:0004814	arginine-tRNA ligase activity	3	0	0.16	1.00000
370	GO:0004826	phenylalanine-tRNA ligase activity	3	0	0.16	1.00000
371	GO:0004827	proline-tRNA ligase activity	3	0	0.16	1.00000
372	GO:0004834	tryptophan synthase activity	3	0	0.16	1.00000
373	GO:0004843	cysteine-type deubiquitinase activity	9	0	0.47	1.00000
374	GO:0004860	protein kinase inhibitor activity	4	0	0.21	1.00000
375	GO:0004861	cyclin-dependent protein serine/threonin...	4	0	0.21	1.00000
376	GO:0004869	cysteine-type endopeptidase inhibitor ac...	8	0	0.41	1.00000
377	GO:0004888	transmembrane signaling receptor activit...	20	0	1.03	1.00000
378	GO:0004970	ionotropic glutamate receptor activity	19	0	0.98	1.00000
379	GO:0005048	signal sequence binding	5	0	0.26	1.00000
380	GO:0005096	GTPase activator activity	16	0	0.83	1.00000
381	GO:0005102	signaling receptor binding	5	0	0.26	1.00000
382	GO:0005230	extracellular ligand-gated ion channel a...	19	0	0.98	1.00000
383	GO:0005261	cation channel activity	15	0	0.78	1.00000
384	GO:0005337	nucleoside transmembrane transporter act...	4	0	0.21	1.00000
385	GO:0005342	organic acid transmembrane transporter a...	22	0	1.14	1.00000
386	GO:0005346	purine ribonucleotide transmembrane tran...	3	0	0.16	1.00000
387	GO:0005347	ATP transmembrane transporter activity	3	0	0.16	1.00000
388	GO:0005351	carbohydrate:proton symporter activity	7	0	0.36	1.00000
389	GO:0005375	copper ion transmembrane transporter act...	5	0	0.26	1.00000
390	GO:0005381	iron ion transmembrane transporter activ...	3	0	0.16	1.00000
391	GO:0005402	carbohydrate:cation symporter activity	7	0	0.36	1.00000
392	GO:0005452	inorganic anion exchanger activity	3	0	0.16	1.00000
393	GO:0005471	ATP:ADP antiporter activity	3	0	0.16	1.00000
394	GO:0005536	glucose binding	6	0	0.31	1.00000
395	GO:0005544	calcium-dependent phospholipid binding	8	0	0.41	1.00000
396	GO:0008047	enzyme activator activity	21	0	1.09	1.00000
397	GO:0008061	chitin binding	7	0	0.36	1.00000
