GO.ID	Term	Annotated	Significant	Expected	Fisher
152	GO:0019104	DNA N-glycosylase activity	9	1	1.02	0.39821
153	GO:0120227	acyl-CoA binding	5	1	0.57	0.39844
154	GO:0008113	peptide-methionine (S)-S-oxide reductase...	4	1	0.45	0.40000
155	GO:1901567	fatty acid derivative binding	5	1	0.57	0.40428
156	GO:0005253	anion channel activity	14	2	1.59	0.40507
157	GO:0008374	O-acyltransferase activity	19	2	2.16	0.41685
158	GO:0004521	endoribonuclease activity	17	1	1.93	0.42500
159	GO:0004611	phosphoenolpyruvate carboxykinase activi...	8	2	0.91	0.42546
160	GO:0016832	aldehyde-lyase activity	8	2	0.91	0.42565
161	GO:0008092	cytoskeletal protein binding	76	7	8.64	0.42761
162	GO:0003899	DNA-directed 5'-3' RNA polymerase activi...	50	7	5.69	0.43069
163	GO:0016893	endonuclease activity, active with eithe...	15	1	1.71	0.44118
164	GO:0016747	acyltransferase activity, transferring g...	164	12	18.65	0.44234
165	GO:0047134	protein-disulfide reductase (NAD(P)) act...	4	1	0.45	0.44482
166	GO:0030246	carbohydrate binding	114	12	12.96	0.44777
167	GO:0016668	oxidoreductase activity, acting on a sul...	4	1	0.45	0.44780
168	GO:0016884	carbon-nitrogen ligase activity, with gl...	17	5	1.93	0.44958
169	GO:0071949	FAD binding	12	3	1.36	0.46338
170	GO:0035251	UDP-glucosyltransferase activity	31	1	3.53	0.46477
171	GO:0004345	glucose-6-phosphate dehydrogenase activi...	5	1	0.57	0.47105
172	GO:0051015	actin filament binding	3	1	0.34	0.47350
173	GO:0060590	ATPase regulator activity	4	1	0.45	0.47454
174	GO:0008138	protein tyrosine/serine/threonine phosph...	17	1	1.93	0.47483
175	GO:1901681	sulfur compound binding	16	2	1.82	0.47655
176	GO:0046873	metal ion transmembrane transporter acti...	62	5	7.05	0.47982
177	GO:0008237	metallopeptidase activity	33	4	3.75	0.48028
178	GO:0015116	sulfate transmembrane transporter activi...	10	2	1.14	0.48512
179	GO:0015318	inorganic molecular entity transmembrane...	195	15	22.18	0.49080
180	GO:0008417	fucosyltransferase activity	8	1	0.91	0.49182
181	GO:0005216	ion channel activity	64	5	7.28	0.49288
182	GO:0005544	calcium-dependent phospholipid binding	8	1	0.91	0.49735
183	GO:0008839	4-hydroxy-tetrahydrodipicolinate reducta...	3	2	0.34	0.50000
184	GO:0016655	oxidoreductase activity, acting on NAD(P...	12	1	1.36	0.50000
185	GO:0016772	transferase activity, transferring phosp...	1138	108	129.42	0.51061
186	GO:0046915	transition metal ion transmembrane trans...	8	1	0.91	0.51128
187	GO:0016614	oxidoreductase activity, acting on CH-OH...	108	13	12.28	0.51232
188	GO:0004180	carboxypeptidase activity	39	6	4.44	0.51329
189	GO:0003678	DNA helicase activity	27	2	3.07	0.51443
190	GO:0004834	tryptophan synthase activity	3	1	0.34	0.52125
191	GO:0016836	hydro-lyase activity	24	5	2.73	0.52877
192	GO:0004843	cysteine-type deubiquitinase activity	9	1	1.02	0.52887
193	GO:0022803	passive transmembrane transporter activi...	64	5	7.28	0.52918
194	GO:0016842	amidine-lyase activity	3	1	0.34	0.53333
195	GO:0008964	phosphoenolpyruvate carboxylase activity	6	2	0.68	0.53571
196	GO:0022804	active transmembrane transporter activit...	159	12	18.08	0.53813
197	GO:0016835	carbon-oxygen lyase activity	47	9	5.35	0.54022
198	GO:0008061	chitin binding	7	1	0.8	0.54056
199	GO:0005524	ATP binding	1145	119	130.22	0.54061
200	GO:0042626	ATPase-coupled transmembrane transporter...	50	4	5.69	0.54956
201	GO:0046906	tetrapyrrole binding	282	30	32.07	0.55653
202	GO:0016790	thiolester hydrolase activity	10	1	1.14	0.56160
203	GO:0003682	chromatin binding	19	2	2.16	0.57081
204	GO:0070008	serine-type exopeptidase activity	42	7	4.78	0.57134
205	GO:0004650	polygalacturonase activity	10	1	1.14	0.57210
206	GO:0004527	exonuclease activity	27	1	3.07	0.57542
207	GO:0008757	S-adenosylmethionine-dependent methyltra...	30	5	3.41	0.57889
208	GO:0004175	endopeptidase activity	169	18	19.22	0.58199
209	GO:0004673	protein histidine kinase activity	10	1	1.14	0.58756
210	GO:0016840	carbon-nitrogen lyase activity	10	2	1.14	0.58940
211	GO:0019200	carbohydrate kinase activity	22	2	2.5	0.59496
212	GO:0004637	phosphoribosylamine-glycine ligase activ...	3	1	0.34	0.59636
213	GO:0004176	ATP-dependent peptidase activity	9	1	1.02	0.59943
214	GO:0009001	serine O-acetyltransferase activity	4	2	0.45	0.60000
215	GO:0016891	endoribonuclease activity, producing 5'-...	12	1	1.36	0.60000
216	GO:0003676	nucleic acid binding	1403	149	159.56	0.60413
217	GO:0050997	quaternary ammonium group binding	9	1	1.02	0.60652
218	GO:0004568	chitinase activity	11	1	1.25	0.60776
219	GO:0016624	oxidoreductase activity, acting on the a...	8	3	0.91	0.61476
220	GO:0004619	phosphoglycerate mutase activity	4	1	0.45	0.61818
221	GO:0022890	inorganic cation transmembrane transport...	126	9	14.33	0.62213
222	GO:0030976	thiamine pyrophosphate binding	9	1	1.02	0.62495
223	GO:0005375	copper ion transmembrane transporter act...	5	1	0.57	0.62500
224	GO:0016868	intramolecular transferase activity, pho...	11	2	1.25	0.62903
225	GO:0008889	glycerophosphodiester phosphodiesterase ...	9	3	1.02	0.63003
226	GO:0016775	phosphotransferase activity, nitrogenous...	10	1	1.14	0.63260
227	GO:0020037	heme binding	278	30	31.62	0.63606
228	GO:0009055	electron transfer activity	108	12	12.28	0.63704
229	GO:0016859	cis-trans isomerase activity	28	5	3.18	0.63809
230	GO:0016765	transferase activity, transferring alkyl...	34	3	3.87	0.63815
231	GO:0042393	histone binding	26	2	2.96	0.63989
232	GO:0016763	pentosyltransferase activity	13	1	1.48	0.64229
233	GO:0009982	pseudouridine synthase activity	17	3	1.93	0.64244
234	GO:0019783	ubiquitin-like protein peptidase activit...	9	1	1.02	0.64323
235	GO:0016597	amino acid binding	19	7	2.16	0.65000
236	GO:0045300	acyl-[acyl-carrier-protein] desaturase a...	3	1	0.34	0.66061
237	GO:0010333	terpene synthase activity	20	4	2.27	0.66234
238	GO:0015075	ion transmembrane transporter activity	211	15	24	0.66642
239	GO:0043022	ribosome binding	5	2	0.57	0.66667
240	GO:0015078	proton transmembrane transporter activit...	58	4	6.6	0.66855
241	GO:0016811	hydrolase activity, acting on carbon-nit...	12	2	1.36	0.66904
242	GO:0016679	oxidoreductase activity, acting on diphe...	19	2	2.16	0.67472
243	GO:0016831	carboxy-lyase activity	29	5	3.3	0.67520
244	GO:0016634	oxidoreductase activity, acting on the C...	6	1	0.68	0.67592
245	GO:0004066	asparagine synthase (glutamine-hydrolyzi...	3	1	0.34	0.67647
246	GO:0033218	amide binding	11	1	1.25	0.68025
247	GO:0003777	microtubule motor activity	43	3	4.89	0.68144
248	GO:0004674	protein serine/threonine kinase activity	13	1	1.48	0.68447
249	GO:0004519	endonuclease activity	34	1	3.87	0.68498
250	GO:0016830	carbon-carbon lyase activity	46	8	5.23	0.68711
251	GO:0016866	intramolecular transferase activity	35	6	3.98	0.68779
252	GO:0016209	antioxidant activity	98	10	11.15	0.69002
253	GO:0003697	single-stranded DNA binding	15	1	1.71	0.69712
254	GO:0008175	tRNA methyltransferase activity	7	2	0.8	0.69797
255	GO:0016838	carbon-oxygen lyase activity, acting on ...	22	4	2.5	0.69940
256	GO:0140299	small molecule sensor activity	10	1	1.14	0.70118
257	GO:0050661	NADP binding	21	2	2.39	0.70307
258	GO:0016799	hydrolase activity, hydrolyzing N-glycos...	14	1	1.59	0.70657
259	GO:0016818	hydrolase activity, acting on acid anhyd...	191	16	21.72	0.70805
260	GO:0008097	5S rRNA binding	4	2	0.45	0.71176
261	GO:0003933	GTP cyclohydrolase activity	3	1	0.34	0.71429
262	GO:0016620	oxidoreductase activity, acting on the a...	20	7	2.27	0.71604
263	GO:0015036	disulfide oxidoreductase activity	60	8	6.82	0.71713
264	GO:0008641	ubiquitin-like modifier activating enzym...	14	1	1.59	0.71814
265	GO:0016702	oxidoreductase activity, acting on singl...	23	1	2.62	0.71875
266	GO:0019238	cyclohydrolase activity	7	2	0.8	0.72121
267	GO:0051087	chaperone binding	15	1	1.71	0.72243
268	GO:0016705	oxidoreductase activity, acting on paire...	223	24	25.36	0.73536
269	GO:0015297	antiporter activity	59	5	6.71	0.73620
270	GO:0009678	pyrophosphate hydrolysis-driven proton t...	15	1	1.71	0.74188
271	GO:0016638	oxidoreductase activity, acting on the C...	11	1	1.25	0.74924
272	GO:0031127	alpha-(1,2)-fucosyltransferase activity	6	1	0.68	0.75000
273	GO:0008094	ATP-dependent activity, acting on DNA	34	2	3.87	0.76485
274	GO:0070001	aspartic-type peptidase activity	57	5	6.48	0.76885
275	GO:0009916	alternative oxidase activity	6	1	0.68	0.77273
276	GO:0016817	hydrolase activity, acting on acid anhyd...	195	16	22.18	0.77472
277	GO:0016616	oxidoreductase activity, acting on the C...	94	11	10.69	0.77602
278	GO:0015108	chloride transmembrane transporter activ...	8	1	0.91	0.77614
279	GO:0004672	protein kinase activity	854	72	97.12	0.77715
280	GO:0016149	translation release factor activity, cod...	7	1	0.8	0.77778
281	GO:0003905	alkylbase DNA N-glycosylase activity	7	1	0.8	0.77778
282	GO:0019787	ubiquitin-like protein transferase activ...	79	6	8.98	0.77991
283	GO:0004842	ubiquitin-protein transferase activity	76	6	8.64	0.78650
284	GO:0003883	CTP synthase activity	5	1	0.57	0.78837
285	GO:0016671	oxidoreductase activity, acting on a sul...	10	1	1.14	0.78915
286	GO:0051540	metal cluster binding	54	4	6.14	0.79211
287	GO:0004190	aspartic-type endopeptidase activity	57	5	6.48	0.79380
288	GO:0046933	proton-transporting ATP synthase activit...	9	2	1.02	0.79562
289	GO:0008324	cation transmembrane transporter activit...	140	9	15.92	0.79715
290	GO:0008170	N-methyltransferase activity	24	3	2.73	0.80097
291	GO:0022853	active ion transmembrane transporter act...	53	3	6.03	0.80103
292	GO:0016879	ligase activity, forming carbon-nitrogen...	47	12	5.35	0.80340
293	GO:0004553	hydrolase activity, hydrolyzing O-glycos...	238	19	27.07	0.80625
294	GO:0015399	primary active transmembrane transporter...	79	5	8.98	0.80949
295	GO:0016798	hydrolase activity, acting on glycosyl b...	257	21	29.23	0.81134
296	GO:0032549	ribonucleoside binding	10	2	1.14	0.81818
297	GO:0004185	serine-type carboxypeptidase activity	38	6	4.32	0.82000
298	GO:0005342	organic acid transmembrane transporter a...	22	1	2.5	0.82457
299	GO:0008312	7S RNA binding	8	1	0.91	0.83301
300	GO:0005254	chloride channel activity	8	1	0.91	0.83516
301	GO:0005247	voltage-gated chloride channel activity	8	1	0.91	0.83516
302	GO:0034061	DNA polymerase activity	15	1	1.71	0.83531
303	GO:0035639	purine ribonucleoside triphosphate bindi...	1298	144	147.62	0.84012
304	GO:0003690	double-stranded DNA binding	42	2	4.78	0.84562
305	GO:0022836	gated channel activity	34	2	3.87	0.85910
306	GO:0003824	catalytic activity	4951	547	563.06	0.86078
307	GO:0004722	protein serine/threonine phosphatase act...	68	2	7.73	0.86254
308	GO:0003887	DNA-directed DNA polymerase activity	13	1	1.48	0.86667
309	GO:0008234	cysteine-type peptidase activity	54	4	6.14	0.86698
310	GO:0032555	purine ribonucleotide binding	1454	151	165.36	0.87232
311	GO:0004807	triose-phosphate isomerase activity	3	1	0.34	0.87762
312	GO:0008276	protein methyltransferase activity	21	1	2.39	0.87974
313	GO:0022857	transmembrane transporter activity	405	30	46.06	0.88447
314	GO:0046872	metal ion binding	1179	105	134.08	0.89633
315	GO:0003743	translation initiation factor activity	31	7	3.53	0.90105
316	GO:0016788	hydrolase activity, acting on ester bond...	333	26	37.87	0.90143
317	GO:0016279	protein-lysine N-methyltransferase activ...	19	1	2.16	0.90476
318	GO:0042054	histone methyltransferase activity	19	1	2.16	0.90476
319	GO:0016684	oxidoreductase activity, acting on perox...	89	7	10.12	0.92018
320	GO:0016863	intramolecular oxidoreductase activity, ...	6	1	0.68	0.93292
321	GO:0008017	microtubule binding	59	4	6.71	0.93333
322	GO:0016843	amine-lyase activity	7	1	0.8	0.93333
323	GO:0016757	glycosyltransferase activity	348	26	39.58	0.93569
324	GO:0051082	unfolded protein binding	32	1	3.64	0.93591
325	GO:0016746	acyltransferase activity	205	14	23.31	0.93618
326	GO:0017111	nucleoside-triphosphatase activity	167	14	18.99	0.93683
327	GO:0030234	enzyme regulator activity	78	10	8.87	0.94856
328	GO:0004869	cysteine-type endopeptidase inhibitor ac...	8	1	0.91	0.94892
329	GO:0008375	acetylglucosaminyltransferase activity	34	1	3.87	0.95147
330	GO:0016229	steroid dehydrogenase activity	24	1	2.73	0.95210
331	GO:0016651	oxidoreductase activity, acting on NAD(P...	24	1	2.73	0.95210
332	GO:0008080	N-acetyltransferase activity	43	6	4.89	0.95304
333	GO:0004386	helicase activity	46	3	5.23	0.95321
334	GO:0003774	cytoskeletal motor activity	54	3	6.14	0.95400
335	GO:0004497	monooxygenase activity	25	1	2.84	0.95787
336	GO:0051213	dioxygenase activity	25	1	2.84	0.95787
337	GO:0008079	translation termination factor activity	9	1	1.02	0.95911
338	GO:0043565	sequence-specific DNA binding	229	12	26.04	0.96240
339	GO:0004332	fructose-bisphosphate aldolase activity	6	1	0.68	0.96429
340	GO:0140657	ATP-dependent activity	247	20	28.09	0.96452
341	GO:0016881	acid-amino acid ligase activity	10	1	1.14	0.96455
342	GO:0016301	kinase activity	971	86	110.43	0.96733
343	GO:0015631	tubulin binding	60	4	6.82	0.96775
344	GO:0008168	methyltransferase activity	182	30	20.7	0.96799
345	GO:0033764	steroid dehydrogenase activity, acting o...	24	1	2.73	0.96866
346	GO:0097747	RNA polymerase activity	56	7	6.37	0.97062
347	GO:0043169	cation binding	1192	107	135.56	0.97439
348	GO:0003924	GTPase activity	37	1	4.21	0.97457
349	GO:0016701	oxidoreductase activity, acting on singl...	30	1	3.41	0.97786
350	GO:0080019	fatty-acyl-CoA reductase (alcohol-formin...	7	1	0.8	0.97786
351	GO:0004652	polynucleotide adenylyltransferase activ...	5	1	0.57	0.98214
352	GO:0008289	lipid binding	58	2	6.6	0.98236
353	GO:0004540	ribonuclease activity	23	1	2.62	0.98785
354	GO:0016787	hydrolase activity	1305	123	148.41	0.98804
355	GO:0016791	phosphatase activity	113	10	12.85	0.98951
356	GO:0004721	phosphoprotein phosphatase activity	89	3	10.12	0.99024
357	GO:0003872	6-phosphofructokinase activity	14	1	1.59	0.99167
358	GO:0046527	glucosyltransferase activity	52	1	5.91	0.99181
359	GO:0030554	adenyl nucleotide binding	1305	127	148.41	0.99216
360	GO:0004518	nuclease activity	78	2	8.87	0.99307
361	GO:0016877	ligase activity, forming carbon-sulfur b...	14	1	1.59	0.99394
362	GO:0016278	lysine N-methyltransferase activity	19	1	2.16	0.99534
363	GO:0005215	transporter activity	532	43	60.5	0.99578
364	GO:0032559	adenyl ribonucleotide binding	1301	126	147.96	0.99596
365	GO:0000166	nucleotide binding	1627	183	185.03	0.99722
366	GO:0008194	UDP-glycosyltransferase activity	95	2	10.8	0.99795
367	GO:0032553	ribonucleotide binding	1472	154	167.41	0.99840
368	GO:0004601	peroxidase activity	87	6	9.89	0.99871
369	GO:0016740	transferase activity	2019	191	229.61	0.99876
370	GO:0005515	protein binding	1863	152	211.87	0.99897
371	GO:0017076	purine nucleotide binding	1462	152	166.27	0.99919
372	GO:0016773	phosphotransferase activity, alcohol gro...	966	80	109.86	0.99937
373	GO:0140097	catalytic activity, acting on DNA	74	4	8.42	0.99957
374	GO:0043531	ADP binding	152	6	17.29	0.99972
375	GO:0008270	zinc ion binding	538	23	61.18	0.99988
376	GO:0140096	catalytic activity, acting on a protein	1475	127	167.75	0.99989
377	GO:0140110	transcription regulator activity	375	21	42.65	0.99997
378	GO:0046914	transition metal ion binding	813	53	92.46	0.99999
379	GO:0003677	DNA binding	804	61	91.44	0.99999
380	GO:0005488	binding	5479	539	623.11	1.00000
381	GO:0016211	ammonia ligase activity	5	2	0.57	1.00000
382	GO:0101005	deubiquitinase activity	9	1	1.02	1.00000
383	GO:0003747	translation release factor activity	9	1	1.02	1.00000
384	GO:0030955	potassium ion binding	10	4	1.14	1.00000
385	GO:0046943	carboxylic acid transmembrane transporte...	22	1	2.5	1.00000
386	GO:0003674	molecular_function	9303	1058	1058	1.00000
387	GO:0015171	amino acid transmembrane transporter act...	22	1	2.5	1.00000
388	GO:0051003	ligase activity, forming nitrogen-metal ...	3	3	0.34	1.00000
389	GO:0000155	phosphorelay sensor kinase activity	10	1	1.14	1.00000
390	GO:0050308	sugar-phosphatase activity	8	2	0.91	1.00000
391	GO:0016851	magnesium chelatase activity	3	3	0.34	1.00000
392	GO:0030546	signaling receptor activator activity	5	2	0.57	1.00000
393	GO:0008308	voltage-gated anion channel activity	14	2	1.59	1.00000
394	GO:0048018	receptor ligand activity	5	2	0.57	1.00000
395	GO:0034062	5'-3' RNA polymerase activity	56	7	6.37	1.00000
396	GO:0061135	endopeptidase regulator activity	20	5	2.27	1.00000
397	GO:0018024	histone-lysine N-methyltransferase activ...	19	1	2.16	1.00000
398	GO:0000062	fatty-acyl-CoA binding	5	1	0.57	1.00000
399	GO:0004866	endopeptidase inhibitor activity	20	5	2.27	1.00000
400	GO:0016844	strictosidine synthase activity	7	1	0.8	1.00000
